389660678;2022-11-20 00:01:31.346863;30+5-90.3 = -55.3
389660678;2022-11-20 00:01:31.346863;30+5-90.3 = -55.3
389660643;2022-11-20 00:01:31.346863;30+5-90.3 = -55.3
389545678;2022-11-20 00:01:31.346863;30+5-90.3 = -55.3
389660678;2022-11-20 00:01:31.346863;30+5-90.3 = -55.3
389660678;2022-11-20 00:39:32.162562;69-51j+56*80/70 = 133-51j
389660678;2022-11-20 00:40:50.690477;100+4-30j/50j = 103.4+0j
